ativacao,entrada,epoca,modo,residuo
ReLU,coordenadas do círculo,380,3,0.09154234625951942
ReLU,coordenadas do círculo,380,9,0.4804334059758001
ReLU,coordenadas do círculo,380,17,0.8201719427786056
ReLU,coordenadas do círculo,400,1,0.0002229541483073192
ReLU,coordenadas do círculo,400,3,0.09038395732528474
ReLU,coordenadas do círculo,400,9,0.45353248342152397
ReLU,coordenadas do círculo,400,17,0.8037031469249367
ReLU,coordenadas do círculo,420,1,0.008740044382969584
ReLU,coordenadas do círculo,420,3,0.08460563430034086
ReLU,coordenadas do círculo,420,9,0.4277491763585899
ReLU,coordenadas do círculo,420,17,0.7862550607274379
ReLU,coordenadas do círculo,440,1,0.004151071123786001
ReLU,coordenadas do círculo,440,3,0.07963943153612284
ReLU,coordenadas do círculo,440,9,0.4000339133496087
ReLU,coordenadas do círculo,440,17,0.7675077565417845
ReLU,coordenadas do círculo,460,1,0.0012951657386656007
ReLU,coordenadas do círculo,460,3,0.07688337627190465
ReLU,coordenadas do círculo,460,9,0.3702059273904279
ReLU,coordenadas do círculo,460,17,0.7507361108134043
ReLU,coordenadas do círculo,480,1,0.0065744009199204855
ReLU,coordenadas do círculo,480,3,0.08052281624540697
ReLU,coordenadas do círculo,480,9,0.3367180342342187
ReLU,coordenadas do círculo,480,17,0.7319352534370833
ReLU,coordenadas do círculo,500,1,0.0032800347666717615
ReLU,coordenadas do círculo,500,3,0.07187064079657986
ReLU,coordenadas do círculo,500,9,0.31042954338718604
ReLU,coordenadas do círculo,500,17,0.7141978832483589
ReLU,coordenadas do círculo,520,1,0.005302466079081942
ReLU,coordenadas do círculo,520,3,0.06256998758380442
ReLU,coordenadas do círculo,520,9,0.2820909342681784
ReLU,coordenadas do círculo,520,17,0.6964509788519974
ReLU,coordenadas do círculo,540,1,0.0016880512222813113
ReLU,coordenadas do círculo,540,3,0.05996852408275859
ReLU,coordenadas do círculo,540,9,0.24572590488105445
ReLU,coordenadas do círculo,540,17,0.6769397765342623
ReLU,coordenadas do círculo,560,1,0.016484948640622773
ReLU,coordenadas do círculo,560,3,0.042272800902800264
ReLU,coordenadas do círculo,560,9,0.22171134641638374
ReLU,coordenadas do círculo,560,17,0.6604686181362566
ReLU,coordenadas do círculo,580,1,0.0074348568628190516
ReLU,coordenadas do círculo,580,3,0.035193657970080346
ReLU,coordenadas do círculo,580,9,0.1891951922310255
ReLU,coordenadas do círculo,580,17,0.64434663183146
ReLU,coordenadas do círculo,600,1,0.0027136516928325067
ReLU,coordenadas do círculo,600,3,0.030592815454861037
ReLU,coordenadas do círculo,600,9,0.15396110117865958
ReLU,coordenadas do círculo,600,17,0.6302720688787701
ReLU,coordenadas do círculo,620,1,0.006794235497307775
ReLU,coordenadas do círculo,620,3,0.02515254703662096
ReLU,coordenadas do círculo,620,9,0.12319490108291974
ReLU,coordenadas do círculo,620,17,0.6159099423257925
ReLU,coordenadas do círculo,640,1,0.011703276342018808
ReLU,coordenadas do círculo,640,3,0.012508905132480428
ReLU,coordenadas do círculo,640,9,0.09928575268434914
ReLU,coordenadas do círculo,640,17,0.6008858696789139
ReLU,coordenadas do círculo,660,1,0.011341505755081506
ReLU,coordenadas do círculo,660,3,0.009459212643221466
ReLU,coordenadas do círculo,660,9,0.08120306019677094
ReLU,coordenadas do círculo,660,17,0.5830678895122028
ReLU,coordenadas do círculo,680,1,0.026741674408326095
ReLU,coordenadas do círculo,680,3,0.02659337070527677
ReLU,coordenadas do círculo,680,9,0.05672395075106364
ReLU,coordenadas do círculo,680,17,0.5667837813639821
ReLU,coordenadas do círculo,700,1,0.017128496590598664
ReLU,coordenadas do círculo,700,3,0.005002632674663866
ReLU,coordenadas do círculo,700,9,0.04949724139412488
ReLU,coordenadas do círculo,700,17,0.5576637051303633
ReLU,coordenadas do círculo,720,1,0.0021478843971457448
ReLU,coordenadas do círculo,720,3,0.010055919311802788
ReLU,coordenadas do círculo,720,9,0.02850017443992024
ReLU,coordenadas do círculo,720,17,0.5434744659617885
ReLU,coordenadas do círculo,740,1,0.0029425743378695174
ReLU,coordenadas do círculo,740,3,0.009657399218422645
ReLU,coordenadas do círculo,740,9,0.01865538183191804
ReLU,coordenadas do círculo,740,17,0.5334541602377603
ReLU,coordenadas do círculo,760,1,0.0008622712380334666
ReLU,coordenadas do círculo,760,3,0.0069467367458424115
ReLU,coordenadas do círculo,760,9,0.004801877107749431
ReLU,coordenadas do círculo,760,17,0.5232322187122592
ReLU,coordenadas do círculo,780,1,0.0005384294624300583
ReLU,coordenadas do círculo,780,3,0.00450937315822979
ReLU,coordenadas do círculo,780,9,0.005428041658072989
ReLU,coordenadas do círculo,780,17,0.5141340812677047
ReLU,coordenadas do círculo,800,1,0.0001486562132373973
ReLU,coordenadas do círculo,800,3,0.004183630741437717
ReLU,coordenadas do círculo,800,9,0.019260538300095033
ReLU,coordenadas do círculo,800,17,0.5051768219241886
ReLU,coordenadas do círculo,820,1,0.0005219531739988782
ReLU,coordenadas do círculo,820,3,0.003449706764392707
ReLU,coordenadas do círculo,820,9,0.020391495908623738
ReLU,coordenadas do círculo,820,17,0.49592818736895
ReLU,coordenadas do círculo,840,1,0.0007468112453329132
ReLU,coordenadas do círculo,840,3,0.0014530080791104918
ReLU,coordenadas do círculo,840,9,0.029062051810220358
ReLU,coordenadas do círculo,840,17,0.48668213756627676
ReLU,coordenadas do círculo,860,1,0.008377928479347143
ReLU,coordenadas do círculo,860,3,0.0010765688297607043
ReLU,coordenadas do círculo,860,9,0.035979051325490244
ReLU,coordenadas do círculo,860,17,0.4793177511338215
ReLU,coordenadas do círculo,880,1,0.013055141598044332
ReLU,coordenadas do círculo,880,3,0.0030675685472029415
ReLU,coordenadas do círculo,880,9,0.04108740038685944
ReLU,coordenadas do círculo,880,17,0.4725512546344549
ReLU,coordenadas do círculo,900,1,0.0012099569938693797
ReLU,coordenadas do círculo,900,3,0.0014414134851242536
ReLU,coordenadas do círculo,900,9,0.04798994615251914
ReLU,coordenadas do círculo,900,17,0.4651775678847588
ReLU,coordenadas do círculo,920,1,0.000781978445952836
ReLU,coordenadas do círculo,920,3,0.0030596264666311462
ReLU,coordenadas do círculo,920,9,0.05179493075419778
ReLU,coordenadas do círculo,920,17,0.4596570120186361
ReLU,coordenadas do círculo,940,1,0.0008248844246035842
ReLU,coordenadas do círculo,940,3,0.0020269659604627093
ReLU,coordenadas do círculo,940,9,0.05568486218092311
ReLU,coordenadas do círculo,940,17,0.45261461466393876
ReLU,coordenadas do círculo,960,1,0.006295615877483584
ReLU,coordenadas do círculo,960,3,0.0054351799528277785
ReLU,coordenadas do círculo,960,9,0.06120517105786538
ReLU,coordenadas do círculo,960,17,0.4469141673063394
ReLU,coordenadas do círculo,980,1,0.005100248180159455
ReLU,coordenadas do círculo,980,3,0.001676542662331082
ReLU,coordenadas do círculo,980,9,0.06750019879544462
ReLU,coordenadas do círculo,980,17,0.4412827337186351
ReLU,coordenadas do círculo,1000,1,0.013636838778453725
ReLU,coordenadas do círculo,1000,3,0.00811060986559291
ReLU,coordenadas do círculo,1000,9,0.07045531534295082
ReLU,coordenadas do círculo,1000,17,0.4373383712122042
ReLU,coordenadas do círculo,1020,1,0.016434489481880935
ReLU,coordenadas do círculo,1020,3,0.000995856622176299
ReLU,coordenadas do círculo,1020,9,0.07618437091277085
ReLU,coordenadas do círculo,1020,17,0.4318616536615097
ReLU,coordenadas do círculo,1040,1,0.005540830513904463
ReLU,coordenadas do círculo,1040,3,0.0072151709728475065
ReLU,coordenadas do círculo,1040,9,0.07737217149516795
ReLU,coordenadas do círculo,1040,17,0.42854811807132454
ReLU,coordenadas do círculo,1060,1,0.004559426732112003
ReLU,coordenadas do círculo,1060,3,0.004689401163890827
ReLU,coordenadas do círculo,1060,9,0.08093483692551955
ReLU,coordenadas do círculo,1060,17,0.42375644830500325
ReLU,coordenadas do círculo,1080,1,0.01820150514255864
ReLU,coordenadas do círculo,1080,3,0.010734254443586385
ReLU,coordenadas do círculo,1080,9,0.08043415310757808
ReLU,coordenadas do círculo,1080,17,0.421469897043111
ReLU,coordenadas do círculo,1100,1,0.012305525646318016
ReLU,coordenadas do círculo,1100,3,0.009747144449028742
ReLU,coordenadas do círculo,1100,9,0.082615394675445
ReLU,coordenadas do círculo,1100,17,0.41799144820071854
ReLU,coordenadas do círculo,1120,1,0.0024644649403388784
ReLU,coordenadas do círculo,1120,3,0.007063231695610853
ReLU,coordenadas do círculo,1120,9,0.08570012328302491
ReLU,coordenadas do círculo,1120,17,0.414109441550175
ReLU,coordenadas do círculo,1140,1,0.002959212385428046
ReLU,coordenadas do círculo,1140,3,0.006261486982375127
ReLU,coordenadas do círculo,1140,9,0.08828607375239304
ReLU,coordenadas do círculo,1140,17,0.41037234584188603
ReLU,coordenadas do círculo,1160,1,0.013631017293951555
ReLU,coordenadas do círculo,1160,3,0.011175558167924428
ReLU,coordenadas do círculo,1160,9,0.08844723124543223
ReLU,coordenadas do círculo,1160,17,0.4074973169217743
ReLU,coordenadas do círculo,1180,1,0.004993074975182714
ReLU,coordenadas do círculo,1180,3,0.005461357147503675
ReLU,coordenadas do círculo,1180,9,0.0931679328907154
ReLU,coordenadas do círculo,1180,17,0.4039149736056817
ReLU,coordenadas do círculo,1200,1,0.006365556527026415
ReLU,coordenadas do círculo,1200,3,0.00590664471956801
ReLU,coordenadas do círculo,1200,9,0.09448275081266987
ReLU,coordenadas do círculo,1200,17,0.4011083980686456
ReLU,coordenadas do círculo,1220,1,0.0020445582742616144
ReLU,coordenadas do círculo,1220,3,0.008434690657708396
ReLU,coordenadas do círculo,1220,9,0.09501573713948991
ReLU,coordenadas do círculo,1220,17,0.39826719703944585
ReLU,coordenadas do círculo,1240,1,0.014652530174203869
ReLU,coordenadas do círculo,1240,3,0.011024703407247649
ReLU,coordenadas do círculo,1240,9,0.09461712350331404
ReLU,coordenadas do círculo,1240,17,0.3965157333311188
ReLU,coordenadas do círculo,1260,1,0.004654188523414852
ReLU,coordenadas do círculo,1260,3,0.010214299810056372
ReLU,coordenadas do círculo,1260,9,0.09556949263924393
ReLU,coordenadas do círculo,1260,17,0.392372643387754
ReLU,coordenadas do círculo,1280,1,0.0007892309163532893
ReLU,coordenadas do círculo,1280,3,0.007768125931027119
ReLU,coordenadas do círculo,1280,9,0.09700183704285424
ReLU,coordenadas do círculo,1280,17,0.3904381717087075
ReLU,coordenadas do círculo,1300,1,0.001290896543828419
ReLU,coordenadas do círculo,1300,3,0.0061649973445954765
ReLU,coordenadas do círculo,1300,9,0.09105044209322125
ReLU,coordenadas do círculo,1300,17,0.3896476791252462
ReLU,coordenadas do círculo,1320,1,0.008542125473669629
ReLU,coordenadas do círculo,1320,3,0.00814288485339241
ReLU,coordenadas do círculo,1320,9,0.09529138615478173
ReLU,coordenadas do círculo,1320,17,0.3858564765706371
ReLU,coordenadas do círculo,1340,1,0.004834457634295624
ReLU,coordenadas do círculo,1340,3,0.006698092833459494
ReLU,coordenadas do círculo,1340,9,0.09653436866734663
ReLU,coordenadas do círculo,1340,17,0.38242467672205194
ReLU,coordenadas do círculo,1360,1,0.002644419787307611
ReLU,coordenadas do círculo,1360,3,0.006941466442982215
ReLU,coordenadas do círculo,1360,9,0.0978226062319122
ReLU,coordenadas do círculo,1360,17,0.379814433971958
ReLU,coordenadas do círculo,1380,1,0.002878011024877109
ReLU,coordenadas do círculo,1380,3,0.008790804449939257
ReLU,coordenadas do círculo,1380,9,0.0991959296282754
ReLU,coordenadas do círculo,1380,17,0.37727033133137605
ReLU,coordenadas do círculo,1400,1,0.013731179862469434
ReLU,coordenadas do círculo,1400,3,0.004629272399853867
ReLU,coordenadas do círculo,1400,9,0.10065340254096397
ReLU,coordenadas do círculo,1400,17,0.3747087261537992
ReLU,coordenadas do círculo,1420,1,0.016213698371593515
ReLU,coordenadas do círculo,1420,3,0.011356079777828307
ReLU,coordenadas do círculo,1420,9,0.09882734326169887
ReLU,coordenadas do círculo,1420,17,0.37445399625187775
ReLU,coordenadas do círculo,1440,1,0.007242675770686585
ReLU,coordenadas do círculo,1440,3,0.007345076351588444
ReLU,coordenadas do círculo,1440,9,0.10198296567418284
ReLU,coordenadas do círculo,1440,17,0.3705689270361548
ReLU,coordenadas do círculo,1460,1,0.009501262900217994
ReLU,coordenadas do círculo,1460,3,0.010455708164144803
ReLU,coordenadas do círculo,1460,9,0.10100219236413298
ReLU,coordenadas do círculo,1460,17,0.3685045042487103
ReLU,coordenadas do círculo,1480,1,0.008490245809335398
ReLU,coordenadas do círculo,1480,3,0.006378485033583308
ReLU,coordenadas do círculo,1480,9,0.10269137576953459
ReLU,coordenadas do círculo,1480,17,0.36529697443540987
ReLU,coordenadas do círculo,1500,1,0.0066283099500772285
ReLU,coordenadas do círculo,1500,3,0.009814875765138524
ReLU,coordenadas do círculo,1500,9,0.1015501095890692
ReLU,coordenadas do círculo,1500,17,0.3652468903777946
ReLU,coordenadas do círculo,1520,1,0.0069451598079129226
ReLU,coordenadas do círculo,1520,3,0.007977626485593206
ReLU,coordenadas do círculo,1520,9,0.104514915332108
ReLU,coordenadas do círculo,1520,17,0.36169765718769015
ReLU,coordenadas do círculo,1540,1,0.00392368961382311
ReLU,coordenadas do círculo,1540,3,0.008655190275475788
ReLU,coordenadas do círculo,1540,9,0.10355853039496293
ReLU,coordenadas do círculo,1540,17,0.36082848371360504
ReLU,coordenadas do círculo,1560,1,0.005148440710502836
ReLU,coordenadas do círculo,1560,3,0.010192972716331518
ReLU,coordenadas do círculo,1560,9,0.10247908058768151
ReLU,coordenadas do círculo,1560,17,0.36020204833522873
ReLU,coordenadas do círculo,1580,1,0.017678704112091437
ReLU,coordenadas do círculo,1580,3,0.01368820456353183
ReLU,coordenadas do círculo,1580,9,0.10052115640062359
ReLU,coordenadas do círculo,1580,17,0.3597519265924731
ReLU,coordenadas do círculo,1600,1,0.00994524202043154
ReLU,coordenadas do círculo,1600,3,0.01169861066220165
ReLU,coordenadas do círculo,1600,9,0.10175194521666805
ReLU,coordenadas do círculo,1600,17,0.3572094330161795
ReLU,coordenadas do círculo,1620,1,0.0017669732631740136
ReLU,coordenadas do círculo,1620,3,0.009069084870580123
ReLU,coordenadas do círculo,1620,9,0.10261495172874308
ReLU,coordenadas do círculo,1620,17,0.35555930919482903
ReLU,coordenadas do círculo,1640,1,0.0006676889048969501
ReLU,coordenadas do círculo,1640,3,0.009818942957993243
ReLU,coordenadas do círculo,1640,9,0.10161092819924457
ReLU,coordenadas do círculo,1640,17,0.3530995662495212
ReLU,coordenadas do círculo,1660,1,0.00019430177085774964
ReLU,coordenadas do círculo,1660,3,0.008916323764264489
ReLU,coordenadas do círculo,1660,9,0.10232538756612057
ReLU,coordenadas do círculo,1660,17,0.35134686767792545
ReLU,coordenadas do círculo,1680,1,0.000852897088348589
ReLU,coordenadas do círculo,1680,3,0.009106455870277443
ReLU,coordenadas do círculo,1680,9,0.10260409983916098
ReLU,coordenadas do círculo,1680,17,0.34991876446765074
ReLU,coordenadas do círculo,1700,1,0.0008702227603307748
ReLU,coordenadas do círculo,1700,3,0.009324705528153916
ReLU,coordenadas do círculo,1700,9,0.10246943969876954
ReLU,coordenadas do círculo,1700,17,0.3484689590513084
ReLU,coordenadas do círculo,1720,1,0.006196862701400166
ReLU,coordenadas do círculo,1720,3,0.010043932112033664
ReLU,coordenadas do círculo,1720,9,0.10152418337998759
ReLU,coordenadas do círculo,1720,17,0.34775020691974157
ReLU,coordenadas do círculo,1740,1,0.0016246782068631486
ReLU,coordenadas do círculo,1740,3,0.008982991085206334
ReLU,coordenadas do círculo,1740,9,0.10355473736922313
ReLU,coordenadas do círculo,1740,17,0.3442373215496288
ReLU,coordenadas do círculo,1760,1,0.0005192031030223893
ReLU,coordenadas do círculo,1760,3,0.008072697257328539
ReLU,coordenadas do círculo,1760,9,0.10003577675989847
ReLU,coordenadas do círculo,1760,17,0.3429056792660856
ReLU,coordenadas do círculo,1780,1,0.0009338097797040635
ReLU,coordenadas do círculo,1780,3,0.0083938468994942
ReLU,coordenadas do círculo,1780,9,0.10024297590409557
ReLU,coordenadas do círculo,1780,17,0.34115805526693077
ReLU,coordenadas do círculo,1800,1,0.01543713769741511
ReLU,coordenadas do círculo,1800,3,0.012154158063465632
ReLU,coordenadas do círculo,1800,9,0.09780140444030476
ReLU,coordenadas do círculo,1800,17,0.34144437544155065
ReLU,coordenadas do círculo,1820,1,0.00686962802186593
ReLU,coordenadas do círculo,1820,3,0.0029489885930025907
ReLU,coordenadas do círculo,1820,9,0.09988348049783566
ReLU,coordenadas do círculo,1820,17,0.3352334068717093
ReLU,coordenadas do círculo,1840,1,0.0038923978917027855
ReLU,coordenadas do círculo,1840,3,0.008447252496204786
ReLU,coordenadas do círculo,1840,9,0.09905280787673165
ReLU,coordenadas do círculo,1840,17,0.33276940221643486
ReLU,coordenadas do círculo,1860,1,0.0009780894945279498
ReLU,coordenadas do círculo,1860,3,0.008529493973440588
ReLU,coordenadas do círculo,1860,9,0.10039946513870461
ReLU,coordenadas do círculo,1860,17,0.33089910593692623
ReLU,coordenadas do círculo,1880,1,0.0017031731466716719
ReLU,coordenadas do círculo,1880,3,0.008918457293322697
ReLU,coordenadas do círculo,1880,9,0.1003111164237489
ReLU,coordenadas do círculo,1880,17,0.32944780100206345
ReLU,coordenadas do círculo,1900,1,0.0006308670482877753
ReLU,coordenadas do círculo,1900,3,0.009025482177532457
ReLU,coordenadas do círculo,1900,9,0.100086670244392
ReLU,coordenadas do círculo,1900,17,0.3278934756510135
ReLU,coordenadas do círculo,1920,1,0.006725077843785768
ReLU,coordenadas do círculo,1920,3,0.009962471937298566
ReLU,coordenadas do círculo,1920,9,0.09929385671846469
ReLU,coordenadas do círculo,1920,17,0.3272490202849024
ReLU,coordenadas do círculo,1940,1,0.0033552453901566446
ReLU,coordenadas do círculo,1940,3,0.007769151630200669
ReLU,coordenadas do círculo,1940,9,0.10175045216442828
ReLU,coordenadas do círculo,1940,17,0.32447670066520107
ReLU,coordenadas do círculo,1960,1,0.0036452234339042697
ReLU,coordenadas do círculo,1960,3,0.009247834744722398
ReLU,coordenadas do círculo,1960,9,0.09973885845474925
ReLU,coordenadas do círculo,1960,17,0.32437194272988584
ReLU,coordenadas do círculo,1980,1,0.0008327722773213368
ReLU,coordenadas do círculo,1980,3,0.00851870750263296
ReLU,coordenadas do círculo,1980,9,0.10022193818514544
ReLU,coordenadas do círculo,1980,17,0.3226466620979574
ReLU,coordenadas do círculo,2000,1,0.011219485325905507
ReLU,coordenadas do círculo,2000,3,0.011391494585968637
ReLU,coordenadas do círculo,2000,9,0.09597744331596533
ReLU,coordenadas do círculo,2000,17,0.3240561943302277
ReLU,coordenadas do círculo,2020,1,0.0033458536707144573
ReLU,coordenadas do círculo,2020,3,0.007550660167971524
ReLU,coordenadas do círculo,2020,9,0.10136729257315773
ReLU,coordenadas do círculo,2020,17,0.3194652435226455
ReLU,coordenadas do círculo,2040,1,0.0031579633266062244
ReLU,coordenadas do círculo,2040,3,0.007558875004436927
ReLU,coordenadas do círculo,2040,9,0.10081010155646222
ReLU,coordenadas do círculo,2040,17,0.31881094166994506
ReLU,coordenadas do círculo,2060,1,0.0019368473892468064
ReLU,coordenadas do círculo,2060,3,0.007861350106213947
ReLU,coordenadas do círculo,2060,9,0.10003057636559964
ReLU,coordenadas do círculo,2060,17,0.31794650444559497
ReLU,coordenadas do círculo,2080,1,0.001464762227546881
ReLU,coordenadas do círculo,2080,3,0.00809048123954818
ReLU,coordenadas do círculo,2080,9,0.10001054101445087
ReLU,coordenadas do círculo,2080,17,0.3166926923216473
ReLU,coordenadas do círculo,2100,1,0.007252455756115438
ReLU,coordenadas do círculo,2100,3,0.006961438394251937
ReLU,coordenadas do círculo,2100,9,0.10087008329852111
ReLU,coordenadas do círculo,2100,17,0.3145196570219516
ReLU,coordenadas do círculo,2120,1,0.0058873760180540085
ReLU,coordenadas do círculo,2120,3,0.010101877378040022
ReLU,coordenadas do círculo,2120,9,0.09826280744612462
ReLU,coordenadas do círculo,2120,17,0.31518684594275975
ReLU,coordenadas do círculo,2140,1,0.00029320614429859587
ReLU,coordenadas do círculo,2140,3,0.008376607583018537
ReLU,coordenadas do círculo,2140,9,0.09908416925955749
ReLU,coordenadas do círculo,2140,17,0.3134367054978013
ReLU,coordenadas do círculo,2160,1,0.01587994514413178
ReLU,coordenadas do círculo,2160,3,0.004512117715926028
ReLU,coordenadas do círculo,2160,9,0.10192463466988085
ReLU,coordenadas do círculo,2160,17,0.30976111066904927
ReLU,coordenadas do círculo,2180,1,0.0049833130386397455
ReLU,coordenadas do círculo,2180,3,0.007418915089869899
ReLU,coordenadas do círculo,2180,9,0.10055013131695839
ReLU,coordenadas do círculo,2180,17,0.31021486981519386
ReLU,coordenadas do círculo,2200,1,0.002168346279797538
ReLU,coordenadas do círculo,2200,3,0.008503928541279132
ReLU,coordenadas do círculo,2200,9,0.09896124292894429
ReLU,coordenadas do círculo,2200,17,0.30987005529948514
ReLU,Fourier explícito,0,1,0.9567486971842095
ReLU,Fourier explícito,0,3,0.937602141710436
ReLU,Fourier explícito,0,9,0.997920557900453
ReLU,Fourier explícito,0,17,1.007626527965335
ReLU,Fourier explícito,20,1,0.1982683738173009
ReLU,Fourier explícito,20,3,0.33661210980955425
ReLU,Fourier explícito,20,9,0.3042701614698291
ReLU,Fourier explícito,20,17,0.5096224572201806
ReLU,Fourier explícito,40,1,0.05632828542497363
ReLU,Fourier explícito,40,3,0.005242298344339484
ReLU,Fourier explícito,40,9,0.002455270785951186
ReLU,Fourier explícito,40,17,0.12861488402126872
ReLU,Fourier explícito,60,1,0.04131639300081934
ReLU,Fourier explícito,60,3,0.014035549298385549
ReLU,Fourier explícito,60,9,0.021696460262568572
ReLU,Fourier explícito,60,17,0.036488234334168944
ReLU,Fourier explícito,80,1,0.000933082221110315
ReLU,Fourier explícito,80,3,0.0005500613886387037
ReLU,Fourier explícito,80,9,0.016981669876426037
ReLU,Fourier explícito,80,17,0.0067596396241628035
ReLU,Fourier explícito,100,1,0.0029363977691671734
ReLU,Fourier explícito,100,3,0.005578692949688315
ReLU,Fourier explícito,100,9,0.002210169654034697
ReLU,Fourier explícito,100,17,0.00542210726158586
ReLU,Fourier explícito,120,1,0.0014534209040527903
ReLU,Fourier explícito,120,3,0.00015556405330556793
ReLU,Fourier explícito,120,9,0.0017381904547479443
ReLU,Fourier explícito,120,17,0.0006462422746741265
ReLU,Fourier explícito,140,1,0.00016908697871888273
ReLU,Fourier explícito,140,3,0.0008098647265053378
ReLU,Fourier explícito,140,9,0.000748066530426025
ReLU,Fourier explícito,140,17,0.000667437490365068
ReLU,Fourier explícito,160,1,0.0002757997050290505
ReLU,Fourier explícito,160,3,0.0004345947194531092
ReLU,Fourier explícito,160,9,0.0002843482277584081
ReLU,Fourier explícito,160,17,0.0005777764985424781
ReLU,Fourier explícito,180,1,0.0002015337435741494
ReLU,Fourier explícito,180,3,0.00021562625938553628
ReLU,Fourier explícito,180,9,0.0003714752009606144
ReLU,Fourier explícito,180,17,0.00037209188987644425
ReLU,Fourier explícito,200,1,6.522061956899424e-05
ReLU,Fourier explícito,200,3,0.00017712071871785006
ReLU,Fourier explícito,200,9,0.0003305681403742246
ReLU,Fourier explícito,200,17,0.0004440877687077023
ReLU,Fourier explícito,220,1,6.368027301209407e-05
ReLU,Fourier explícito,220,3,0.00011038787995414529
ReLU,Fourier explícito,220,9,0.0003171306609359089
ReLU,Fourier explícito,220,17,0.0004102456086681508
ReLU,Fourier explícito,240,1,7.680120944575433e-05
ReLU,Fourier explícito,240,3,2.7535340076446004e-05
ReLU,Fourier explícito,240,9,0.0002763471490820132
ReLU,Fourier explícito,240,17,0.0003566073682114221
ReLU,Fourier explícito,260,1,4.940098770618216e-05
ReLU,Fourier explícito,260,3,1.6628168587669748e-05
ReLU,Fourier explícito,260,9,0.0002320113179285956
ReLU,Fourier explícito,260,17,0.00033663355604381356
ReLU,Fourier explícito,280,1,4.2967876349123264e-05
ReLU,Fourier explícito,280,3,4.132688210325161e-06
ReLU,Fourier explícito,280,9,0.0002028632405951496
ReLU,Fourier explícito,280,17,0.00030326505901521247
ReLU,Fourier explícito,300,1,5.051245070017226e-05
ReLU,Fourier explícito,300,3,1.3925137271538296e-05
ReLU,Fourier explícito,300,9,0.00017893632650199814
ReLU,Fourier explícito,300,17,0.00029441494912730643
ReLU,Fourier explícito,320,1,4.533042783574597e-05
ReLU,Fourier explícito,320,3,3.2106665199870725e-05
ReLU,Fourier explícito,320,9,0.00015884178712228018
ReLU,Fourier explícito,320,17,0.00027737904531162334
ReLU,Fourier explícito,340,1,4.909252906744322e-05
ReLU,Fourier explícito,340,3,1.8965170172386567e-05
ReLU,Fourier explícito,340,9,0.00013823983045555717
ReLU,Fourier explícito,340,17,0.00025416840153008813
ReLU,Fourier explícito,360,1,5.062721353410859e-05
ReLU,Fourier explícito,360,3,3.835984103807014e-05
ReLU,Fourier explícito,360,9,0.00011473723698168965
ReLU,Fourier explícito,360,17,0.0002466558306520748
ReLU,Fourier explícito,380,1,4.7162293141034416e-05
ReLU,Fourier explícito,380,3,3.1636583115851666e-05
ReLU,Fourier explícito,380,9,9.922160859684554e-05
ReLU,Fourier explícito,380,17,0.0002308250334916991
ReLU,Fourier explícito,400,1,4.4694937636508776e-05
ReLU,Fourier explícito,400,3,3.518028707239909e-05
ReLU,Fourier explícito,400,9,9.77110034369287e-05
ReLU,Fourier explícito,400,17,0.0002040703226591334
ReLU,Fourier explícito,420,1,2.840806768969127e-05
ReLU,Fourier explícito,420,3,3.51854657299724e-05
ReLU,Fourier explícito,420,9,9.953646344027696e-05
ReLU,Fourier explícito,420,17,0.00018159845158559546
ReLU,Fourier explícito,440,1,3.273862859588063e-05
ReLU,Fourier explícito,440,3,4.2541350296856265e-05
ReLU,Fourier explícito,440,9,9.497641921621607e-05
ReLU,Fourier explícito,440,17,0.00016727139908205685
ReLU,Fourier explícito,460,1,2.3971855310818303e-05
ReLU,Fourier explícito,460,3,3.9555500229601654e-05
ReLU,Fourier explícito,460,9,8.835867478745947e-05
ReLU,Fourier explícito,460,17,0.00014816692345918567
ReLU,Fourier explícito,480,1,2.5195588172409433e-05
ReLU,Fourier explícito,480,3,4.3153415188035196e-05
ReLU,Fourier explícito,480,9,8.622073134242279e-05
ReLU,Fourier explícito,480,17,0.00013545917349665378
ReLU,Fourier explícito,500,1,2.6850163657211656e-05
ReLU,Fourier explícito,500,3,3.6732034229212326e-05
ReLU,Fourier explícito,500,9,8.068447765709826e-05
ReLU,Fourier explícito,500,17,0.00013421869528160103
ReLU,Fourier explícito,520,1,3.485535691000043e-06
ReLU,Fourier explícito,520,3,3.8615475789546835e-05
ReLU,Fourier explícito,520,9,7.874255560124535e-05
ReLU,Fourier explícito,520,17,0.00011491211917683287
ReLU,Fourier explícito,540,1,1.3789396891433275e-05
ReLU,Fourier explícito,540,3,3.1729542502359774e-05
ReLU,Fourier explícito,540,9,7.906372396132859e-05
ReLU,Fourier explícito,540,17,0.00010707737106151413
ReLU,Fourier explícito,560,1,9.16037898727674e-06
ReLU,Fourier explícito,560,3,1.6580061995740637e-05
ReLU,Fourier explícito,560,9,7.208008756527253e-05
ReLU,Fourier explícito,560,17,0.00010161326253427865
ReLU,Fourier explícito,580,1,4.972259495284175e-06
ReLU,Fourier explícito,580,3,1.552557667147999e-05
ReLU,Fourier explícito,580,9,6.985892241785857e-05
ReLU,Fourier explícito,580,17,0.00010131849733276344
ReLU,Fourier explícito,600,1,5.8572989275770995e-06
ReLU,Fourier explícito,600,3,2.005763989317731e-05
ReLU,Fourier explícito,600,9,6.09527882819664e-05
ReLU,Fourier explícito,600,17,9.63144919542065e-05
